ptr_id,year,member,class,source_url
0001820365-26-000004,2026,"Cue Biopharma, Inc. (3)",,https://www.sec.gov/Archives/edgar/data/1645460/000182036526000004/0001820365-26-000004-index.htm
0000905148-26-002825,2026,Zai Lab Ltd (3),,https://www.sec.gov/Archives/edgar/data/1704292/000090514826002825/0000905148-26-002825-index.htm
0000874015-26-000201,2026,Reikes Peter N (3),,https://www.sec.gov/Archives/edgar/data/1753652/000087401526000201/0000874015-26-000201-index.htm
0001193125-26-262263,2026,Manoff Mark Jeffrey (3),,https://www.sec.gov/Archives/edgar/data/1765246/000119312526262263/0001193125-26-262263-index.htm
0001213900-26-066232,2026,Long Matthew A. (3),,https://www.sec.gov/Archives/edgar/data/1823919/000121390026066232/0001213900-26-066232-index.htm
0001834376-26-000029,2026,InnovAge Holding Corp. (3),,https://www.sec.gov/Archives/edgar/data/1834376/000183437626000029/0001834376-26-000029-index.htm
0000896622-26-000136,2026,Gandhi Aditya (3),,https://www.sec.gov/Archives/edgar/data/1942071/000089662226000136/0000896622-26-000136-index.htm
0001193125-26-262248,2026,Burke Kathleen M. (3),,https://www.sec.gov/Archives/edgar/data/1961434/000119312526262248/0001193125-26-262248-index.htm
0001193125-26-261697,2026,Marex Group plc (3),,https://www.sec.gov/Archives/edgar/data/1997464/000119312526261697/0001193125-26-261697-index.htm
0001213900-26-066209,2026,"Cellyan Biotechnology Co., Ltd (3)",,https://www.sec.gov/Archives/edgar/data/2007702/000121390026066209/0001213900-26-066209-index.htm
0001213900-26-066211,2026,"Cellyan Biotechnology Co., Ltd (3)",,https://www.sec.gov/Archives/edgar/data/2007702/000121390026066211/0001213900-26-066211-index.htm
0001213900-26-066213,2026,"Cellyan Biotechnology Co., Ltd (3)",,https://www.sec.gov/Archives/edgar/data/2007702/000121390026066213/0001213900-26-066213-index.htm
0001213900-26-066214,2026,"Cellyan Biotechnology Co., Ltd (3)",,https://www.sec.gov/Archives/edgar/data/2007702/000121390026066214/0001213900-26-066214-index.htm
0002139245-26-000002,2026,Franklin Lexington Private Markets Fund (3),,https://www.sec.gov/Archives/edgar/data/2008602/000213924526000002/0002139245-26-000002-index.htm
0002010725-26-000004,2026,McGee Grant B (3),,https://www.sec.gov/Archives/edgar/data/2010725/000201072526000004/0002010725-26-000004-index.htm
0001193125-26-262275,2026,OHA DIRECT CREDIT FUND (3),,https://www.sec.gov/Archives/edgar/data/2097023/000119312526262275/0001193125-26-262275-index.htm
0001193125-26-260892,2026,SEMERARO FABRIZIO (3),,https://www.sec.gov/Archives/edgar/data/2119770/000119312526260892/0001193125-26-260892-index.htm
0001193125-26-260897,2026,RICCHIUTI DOMENICO (3),,https://www.sec.gov/Archives/edgar/data/2119802/000119312526260897/0001193125-26-260897-index.htm
0001193125-26-260900,2026,RELLA ROCCO (3),,https://www.sec.gov/Archives/edgar/data/2119806/000119312526260900/0001193125-26-260900-index.htm
0001193125-26-260901,2026,Pasqualicchio Raffaele (3),,https://www.sec.gov/Archives/edgar/data/2119841/000119312526260901/0001193125-26-260901-index.htm
0001193125-26-260890,2026,AMENDOLA FRANCESCO SAVERIO (3),,https://www.sec.gov/Archives/edgar/data/2119843/000119312526260890/0001193125-26-260890-index.htm
0001193125-26-260912,2026,Natuzzi Pasquale Junior (3),,https://www.sec.gov/Archives/edgar/data/2119861/000119312526260912/0001193125-26-260912-index.htm
0001193125-26-260911,2026,MUSELLA ALESSANDRO (3),,https://www.sec.gov/Archives/edgar/data/2119872/000119312526260911/0001193125-26-260911-index.htm
0001193125-26-260915,2026,CANEVA MARCO (3),,https://www.sec.gov/Archives/edgar/data/2119887/000119312526260915/0001193125-26-260915-index.htm
0001193125-26-260916,2026,BONAN GILLES (3),,https://www.sec.gov/Archives/edgar/data/2119888/000119312526260916/0001193125-26-260916-index.htm
0001193125-26-260886,2026,COROAMA CODRIN CONSTANTIN (3),,https://www.sec.gov/Archives/edgar/data/2119891/000119312526260886/0001193125-26-260886-index.htm
0001193125-26-260899,2026,Ciccarone Cosimina (3),,https://www.sec.gov/Archives/edgar/data/2119896/000119312526260899/0001193125-26-260899-index.htm
0001193125-26-260891,2026,SILVESTRI CARLO (3),,https://www.sec.gov/Archives/edgar/data/2120110/000119312526260891/0001193125-26-260891-index.htm
0001193125-26-260898,2026,BABBO DIEGO (3),,https://www.sec.gov/Archives/edgar/data/2120111/000119312526260898/0001193125-26-260898-index.htm
0001193125-26-260888,2026,SCARAMUZZO MARILENA (3),,https://www.sec.gov/Archives/edgar/data/2120112/000119312526260888/0001193125-26-260888-index.htm
0001193125-26-260880,2026,CACCIAPAGLIA GIUSEPPE (3),,https://www.sec.gov/Archives/edgar/data/2120113/000119312526260880/0001193125-26-260880-index.htm
0001193125-26-260889,2026,MILANO OTTAVIO (3),,https://www.sec.gov/Archives/edgar/data/2120114/000119312526260889/0001193125-26-260889-index.htm
0001193125-26-260910,2026,CHRISTENSEN JUSTIN (3),,https://www.sec.gov/Archives/edgar/data/2120115/000119312526260910/0001193125-26-260910-index.htm
0001193125-26-260902,2026,WORKMAN DAVID (3),,https://www.sec.gov/Archives/edgar/data/2120116/000119312526260902/0001193125-26-260902-index.htm
0001193125-26-260887,2026,TRANCHINI DANIELE (3),,https://www.sec.gov/Archives/edgar/data/2120117/000119312526260887/0001193125-26-260887-index.htm
0001193125-26-260896,2026,INTERNULLO NICOLA (3),,https://www.sec.gov/Archives/edgar/data/2120119/000119312526260896/0001193125-26-260896-index.htm
0001193125-26-260885,2026,CASONE DANIELE ALESSANDRO (3),,https://www.sec.gov/Archives/edgar/data/2120120/000119312526260885/0001193125-26-260885-index.htm
0001193125-26-260917,2026,LABRIOLA PIETRO (3),,https://www.sec.gov/Archives/edgar/data/2120121/000119312526260917/0001193125-26-260917-index.htm
0001213900-26-066435,2026,Snow Rothschild Acquisition Corp. (3),,https://www.sec.gov/Archives/edgar/data/2123475/000121390026066435/0001213900-26-066435-index.htm
0001213900-26-066443,2026,Snow Rothschild Acquisition Corp. (3),,https://www.sec.gov/Archives/edgar/data/2123475/000121390026066443/0001213900-26-066443-index.htm
0002138879-26-000001,2026,Carrino Robert M. (3),,https://www.sec.gov/Archives/edgar/data/2138879/000213887926000001/0002138879-26-000001-index.htm
0002138888-26-000001,2026,Maher Jessica (3),,https://www.sec.gov/Archives/edgar/data/2138888/000213888826000001/0002138888-26-000001-index.htm
0002139130-26-000001,2026,Turk Richard E. (3),,https://www.sec.gov/Archives/edgar/data/2139130/000213913026000001/0002139130-26-000001-index.htm
0001437749-26-019839,2026,Sun Ellen (3),,https://www.sec.gov/Archives/edgar/data/2139387/000143774926019839/0001437749-26-019839-index.htm
0001628280-26-041027,2026,ICON PLC (3),,https://www.sec.gov/Archives/edgar/data/1060955/000162828026041027/0001628280-26-041027-index.htm
0001628280-26-041029,2026,ICON PLC (3),,https://www.sec.gov/Archives/edgar/data/1060955/000162828026041029/0001628280-26-041029-index.htm
0001238280-26-000020,2026,GLADSTONE CAPITAL CORP (3/A),,https://www.sec.gov/Archives/edgar/data/1143513/000123828026000020/0001238280-26-000020-index.htm
0000833444-26-000066,2026,ESTEVES IRENE M (3),,https://www.sec.gov/Archives/edgar/data/1191609/000083344426000066/0000833444-26-000066-index.htm
0001238280-26-000022,2026,GLADSTONE COMMERCIAL CORP (3/A),,https://www.sec.gov/Archives/edgar/data/1234006/000123828026000022/0001238280-26-000022-index.htm
0001238280-26-000014,2026,STELLJES GEORGE III (3/A),,https://www.sec.gov/Archives/edgar/data/1238280/000123828026000014/0001238280-26-000014-index.htm
0001238280-26-000016,2026,STELLJES GEORGE III (3/A),,https://www.sec.gov/Archives/edgar/data/1238280/000123828026000016/0001238280-26-000016-index.htm
0001238280-26-000018,2026,STELLJES GEORGE III (3/A),,https://www.sec.gov/Archives/edgar/data/1238280/000123828026000018/0001238280-26-000018-index.htm
0001213900-26-065884,2026,"Dror Ortho-Design, Inc. (3)",,https://www.sec.gov/Archives/edgar/data/1282980/000121390026065884/0001213900-26-065884-index.htm
0001193125-26-259980,2026,"LENSAR, Inc. (3)",,https://www.sec.gov/Archives/edgar/data/1320350/000119312526259980/0001193125-26-259980-index.htm
0001213900-26-065491,2026,Potter Michael G (3),,https://www.sec.gov/Archives/edgar/data/1456657/000121390026065491/0001213900-26-065491-index.htm
0001213900-26-065888,2026,"XTI Aerospace, Inc. (3)",,https://www.sec.gov/Archives/edgar/data/1529113/000121390026065888/0001213900-26-065888-index.htm
0000891839-26-000229,2026,Keneally William J (3),,https://www.sec.gov/Archives/edgar/data/1574736/000089183926000229/0000891839-26-000229-index.htm
0002001011-26-000092,2026,Ricupati Agostino (3),,https://www.sec.gov/Archives/edgar/data/1710066/000200101126000092/0002001011-26-000092-index.htm
0001859690-26-000097,2026,Levis Cristina (3),,https://www.sec.gov/Archives/edgar/data/1840677/000185969026000097/0001859690-26-000097-index.htm
0000891839-26-000230,2026,"Glimpse Group, Inc. (3)",,https://www.sec.gov/Archives/edgar/data/1854445/000089183926000230/0000891839-26-000230-index.htm
0000891839-26-000231,2026,"Glimpse Group, Inc. (3)",,https://www.sec.gov/Archives/edgar/data/1854445/000089183926000231/0000891839-26-000231-index.htm
0000891839-26-000232,2026,"Glimpse Group, Inc. (3)",,https://www.sec.gov/Archives/edgar/data/1854445/000089183926000232/0000891839-26-000232-index.htm
0001859690-26-000100,2026,Arqit Quantum Inc. (3),,https://www.sec.gov/Archives/edgar/data/1859690/000185969026000100/0001859690-26-000100-index.htm
0001900919-26-000003,2026,Shukla Rahul (3),,https://www.sec.gov/Archives/edgar/data/1900919/000190091926000003/0001900919-26-000003-index.htm
0001999538-26-000004,2026,X1 Capital Inc. (3),,https://www.sec.gov/Archives/edgar/data/1999538/000199953826000004/0001999538-26-000004-index.htm
0002088585-26-000003,2026,"Hadron Energy, Inc. (3)",,https://www.sec.gov/Archives/edgar/data/2023730/000208858526000003/0002088585-26-000003-index.htm
0002133956-26-000001,2026,"Hadron Energy, Inc. (3)",,https://www.sec.gov/Archives/edgar/data/2023730/000213395626000001/0002133956-26-000001-index.htm
0002134547-26-000001,2026,"Hadron Energy, Inc. (3)",,https://www.sec.gov/Archives/edgar/data/2023730/000213454726000001/0002134547-26-000001-index.htm
0001829126-26-006118,2026,"Micware Co., Ltd. (3)",,https://www.sec.gov/Archives/edgar/data/2083526/000182912626006118/0001829126-26-006118-index.htm
0000950103-26-008600,2026,"Securitize Holdings, Inc. (3)",,https://www.sec.gov/Archives/edgar/data/2094496/000095010326008600/0000950103-26-008600-index.htm
0000950103-26-008601,2026,"Securitize Holdings, Inc. (3)",,https://www.sec.gov/Archives/edgar/data/2094496/000095010326008601/0000950103-26-008601-index.htm
0001193125-26-260316,2026,McDougal Rubin J (3),,https://www.sec.gov/Archives/edgar/data/2136376/000119312526260316/0001193125-26-260316-index.htm
0002139073-26-000002,2026,Armour Joseph Bryan (3),,https://www.sec.gov/Archives/edgar/data/2139073/000213907326000002/0002139073-26-000002-index.htm
0001178913-26-003091,2026,MIND CTI LTD (3),,https://www.sec.gov/Archives/edgar/data/1119083/000117891326003091/0001178913-26-003091-index.htm
0001193125-26-257794,2026,BANKS LEE C (3),,https://www.sec.gov/Archives/edgar/data/1161707/000119312526257794/0001193125-26-257794-index.htm
0001628280-26-040984,2026,JIMENEZ JOSEPH (3),,https://www.sec.gov/Archives/edgar/data/1199095/000162828026040984/0001628280-26-040984-index.htm
0001193125-26-257821,2026,LINEBARGER NORMAN THOMAS (3),,https://www.sec.gov/Archives/edgar/data/1238892/000119312526257821/0001193125-26-257821-index.htm
0001628280-26-040987,2026,DENMAN KENNETH D (3),,https://www.sec.gov/Archives/edgar/data/1254779/000162828026040987/0001628280-26-040987-index.htm
0001213900-26-065460,2026,TUTTLE JOHN R (3),,https://www.sec.gov/Archives/edgar/data/1267344/000121390026065460/0001213900-26-065460-index.htm
0001329958-26-000012,2026,Gersh Lisa (3),,https://www.sec.gov/Archives/edgar/data/1329958/000132995826000012/0001329958-26-000012-index.htm
0001628280-26-040996,2026,Branderiz Eric (3),,https://www.sec.gov/Archives/edgar/data/1352816/000162828026040996/0001628280-26-040996-index.htm
0001628280-26-040982,2026,Barron Hal (3),,https://www.sec.gov/Archives/edgar/data/1418677/000162828026040982/0001628280-26-040982-index.htm
0001193125-26-257815,2026,Giadrossi Nicoletta (3),,https://www.sec.gov/Archives/edgar/data/1453483/000119312526257815/0001193125-26-257815-index.htm
0001621010-26-000003,2026,SANDERS BRADFORD TIMOTHY (3),,https://www.sec.gov/Archives/edgar/data/1621010/000162101026000003/0001621010-26-000003-index.htm
0001213900-26-065118,2026,Chen Shiming (3),,https://www.sec.gov/Archives/edgar/data/1624449/000121390026065118/0001213900-26-065118-index.htm
0001628280-26-040993,2026,BHATIA MANISH H (3),,https://www.sec.gov/Archives/edgar/data/1689498/000162828026040993/0001628280-26-040993-index.htm
0001628280-26-040991,2026,Kapur Vimal (3),,https://www.sec.gov/Archives/edgar/data/1742938/000162828026040991/0001628280-26-040991-index.htm
0001193125-26-256382,2026,Jiayin Group Inc. (3),,https://www.sec.gov/Archives/edgar/data/1743102/000119312526256382/0001193125-26-256382-index.htm
0000950103-26-008544,2026,Craig Christopher (3),,https://www.sec.gov/Archives/edgar/data/1753369/000095010326008544/0000950103-26-008544-index.htm
0001193125-26-257515,2026,Syed Tanzeen (3),,https://www.sec.gov/Archives/edgar/data/1832125/000119312526257515/0001193125-26-257515-index.htm
0001193125-26-257519,2026,Bavishi Sachin J. (3),,https://www.sec.gov/Archives/edgar/data/1842746/000119312526257519/0001193125-26-257519-index.htm
0001193125-26-257513,2026,"Liftoff Mobile, Inc. (3)",,https://www.sec.gov/Archives/edgar/data/1850351/000119312526257513/0001193125-26-257513-index.htm
0000950103-26-008543,2026,Calderone Matthew (3),,https://www.sec.gov/Archives/edgar/data/1946523/000095010326008543/0000950103-26-008543-index.htm
0001213900-26-065114,2026,Linkage Global Inc (3),,https://www.sec.gov/Archives/edgar/data/1969401/000121390026065114/0001213900-26-065114-index.htm
0001213900-26-065115,2026,Linkage Global Inc (3),,https://www.sec.gov/Archives/edgar/data/1969401/000121390026065115/0001213900-26-065115-index.htm
0001213900-26-065116,2026,Linkage Global Inc (3),,https://www.sec.gov/Archives/edgar/data/1969401/000121390026065116/0001213900-26-065116-index.htm
0001213900-26-065214,2026,Linkage Global Inc (3),,https://www.sec.gov/Archives/edgar/data/1969401/000121390026065214/0001213900-26-065214-index.htm
0002135736-26-000002,2026,MoneyHero Ltd (3),,https://www.sec.gov/Archives/edgar/data/1974044/000213573626000002/0002135736-26-000002-index.htm
0001213900-26-065459,2026,Anderman David (3),,https://www.sec.gov/Archives/edgar/data/2049598/000121390026065459/0001213900-26-065459-index.htm
0001628280-26-040986,2026,Stepniak Michal (3),,https://www.sec.gov/Archives/edgar/data/2056381/000162828026040986/0001628280-26-040986-index.htm
0000950103-26-008545,2026,Eager William W (3),,https://www.sec.gov/Archives/edgar/data/2082132/000095010326008545/0000950103-26-008545-index.htm
0000950103-26-008546,2026,Mobility Global Inc. (3),,https://www.sec.gov/Archives/edgar/data/2090312/000095010326008546/0000950103-26-008546-index.htm
0001213900-26-065462,2026,Pelsinger Shawn Kirby (3),,https://www.sec.gov/Archives/edgar/data/2092397/000121390026065462/0001213900-26-065462-index.htm
0001628280-26-040990,2026,Narang Prineha (3),,https://www.sec.gov/Archives/edgar/data/2104555/000162828026040990/0001628280-26-040990-index.htm
0001193125-26-257792,2026,INNIO N.V. (3),,https://www.sec.gov/Archives/edgar/data/2109150/000119312526257792/0001193125-26-257792-index.htm
0001193125-26-257796,2026,INNIO N.V. (3),,https://www.sec.gov/Archives/edgar/data/2109150/000119312526257796/0001193125-26-257796-index.htm
0001193125-26-257803,2026,INNIO N.V. (3),,https://www.sec.gov/Archives/edgar/data/2109150/000119312526257803/0001193125-26-257803-index.htm
0001193125-26-257804,2026,INNIO N.V. (3),,https://www.sec.gov/Archives/edgar/data/2109150/000119312526257804/0001193125-26-257804-index.htm
0001193125-26-257808,2026,INNIO N.V. (3),,https://www.sec.gov/Archives/edgar/data/2109150/000119312526257808/0001193125-26-257808-index.htm
0001193125-26-257809,2026,INNIO N.V. (3),,https://www.sec.gov/Archives/edgar/data/2109150/000119312526257809/0001193125-26-257809-index.htm
0001193125-26-257816,2026,INNIO N.V. (3),,https://www.sec.gov/Archives/edgar/data/2109150/000119312526257816/0001193125-26-257816-index.htm
0001193125-26-257817,2026,INNIO N.V. (3),,https://www.sec.gov/Archives/edgar/data/2109150/000119312526257817/0001193125-26-257817-index.htm
0001193125-26-257827,2026,INNIO N.V. (3),,https://www.sec.gov/Archives/edgar/data/2109150/000119312526257827/0001193125-26-257827-index.htm
0001628280-26-040985,2026,Quantinuum Inc. (3),,https://www.sec.gov/Archives/edgar/data/2110105/000162828026040985/0001628280-26-040985-index.htm
0001493152-26-027087,2026,ONCOLYTICS BIOTECH INC (3),,https://www.sec.gov/Archives/edgar/data/1129928/000149315226027087/0001493152-26-027087-index.htm
0001238280-26-000010,2026,GLADSTONE CAPITAL CORP (3),,https://www.sec.gov/Archives/edgar/data/1143513/000123828026000010/0001238280-26-000010-index.htm
0001172346-26-000003,2026,DALE MICHAEL D (3),,https://www.sec.gov/Archives/edgar/data/1172346/000117234626000003/0001172346-26-000003-index.htm
0001178670-26-000046,2026,"ALNYLAM PHARMACEUTICALS, INC. (3)",,https://www.sec.gov/Archives/edgar/data/1178670/000117867026000046/0001178670-26-000046-index.htm
0001182438-26-000002,2026,SIEVERT G MICHAEL (3),,https://www.sec.gov/Archives/edgar/data/1182438/000118243826000002/0001182438-26-000002-index.htm
0001213900-26-064670,2026,ADAMS AUSTIN A (3),,https://www.sec.gov/Archives/edgar/data/1195339/000121390026064670/0001213900-26-064670-index.htm
0001193125-26-255968,2026,RICHEY VICTOR L JR (3),,https://www.sec.gov/Archives/edgar/data/1216231/000119312526255968/0001193125-26-255968-index.htm
0001238280-26-000011,2026,GLADSTONE COMMERCIAL CORP (3),,https://www.sec.gov/Archives/edgar/data/1234006/000123828026000011/0001238280-26-000011-index.htm
0001238280-26-000008,2026,STELLJES GEORGE III (3),,https://www.sec.gov/Archives/edgar/data/1238280/000123828026000008/0001238280-26-000008-index.htm
0001238280-26-000009,2026,STELLJES GEORGE III (3),,https://www.sec.gov/Archives/edgar/data/1238280/000123828026000009/0001238280-26-000009-index.htm
0001238280-26-000012,2026,STELLJES GEORGE III (3),,https://www.sec.gov/Archives/edgar/data/1238280/000123828026000012/0001238280-26-000012-index.htm
0001493152-26-027096,2026,Levine Arthur (3),,https://www.sec.gov/Archives/edgar/data/1351380/000149315226027096/0001493152-26-027096-index.htm
0002137771-26-000008,2026,"SOUNDTHINKING, INC. (3)",,https://www.sec.gov/Archives/edgar/data/1351636/000213777126000008/0002137771-26-000008-index.htm
0002138239-26-000001,2026,EDENOR (3),,https://www.sec.gov/Archives/edgar/data/1395213/000213823926000001/0002138239-26-000001-index.htm
0001493152-26-027053,2026,"Cocrystal Pharma, Inc. (3)",,https://www.sec.gov/Archives/edgar/data/1412486/000149315226027053/0001493152-26-027053-index.htm
0001427437-26-000003,2026,"ENTERGY TEXAS, INC. (3)",,https://www.sec.gov/Archives/edgar/data/1427437/000142743726000003/0001427437-26-000003-index.htm
